Entropy,Critic Loss,Actor Loss
4.3995561599731445,72.0431900024414,-8.898551940917969
4.395530700683594,72.04039001464844,-9.015851974487305
4.388869762420654,56.912044525146484,-8.456483840942383
4.384120464324951,44.6905632019043,-8.20600700378418
4.37737512588501,35.13829040527344,-7.829870223999023
4.369858741760254,25.242746353149414,-6.954780101776123
4.367050647735596,29.57181167602539,-6.651475429534912
4.3584394454956055,41.36881637573242,-4.859386444091797
4.363736629486084,58.12112808227539,-3.6565141677856445
4.36345100402832,64.21524047851562,-2.1109139919281006
4.3698344230651855,67.11892700195312,-2.5166256427764893
4.370303630828857,74.6092758178711,-1.2723735570907593
4.3685431480407715,67.00607299804688,-0.638748824596405
4.359625339508057,66.86517333984375,-0.34281986951828003
4.348204135894775,59.95554733276367,-0.341499924659729
4.34761381149292,58.037479400634766,-0.6503681540489197
4.341830730438232,47.276920318603516,-0.6038796901702881
4.340276718139648,51.71575927734375,-0.24631929397583008
4.330652713775635,51.07367706298828,0.03441956266760826
4.323815822601318,51.30470657348633,-0.49083560705184937
4.335841178894043,48.95561599731445,-0.27798017859458923
4.323172569274902,48.82658004760742,-0.16861456632614136
4.32802152633667,47.599910736083984,-0.47677385807037354
4.326349258422852,49.42277526855469,0.17942959070205688
4.327995777130127,50.700687408447266,-0.2409624457359314
4.321207046508789,49.743927001953125,-0.14965173602104187
4.331573486328125,50.3682746887207,-0.48782992362976074
4.3216872215271,50.35182189941406,-0.5878616571426392
4.30803918838501,48.50762176513672,-0.7947525978088379
4.299595832824707,48.86101150512695,-0.27088096737861633
4.294145584106445,49.19727325439453,-0.5839406847953796
4.28812313079834,50.53404998779297,-0.5179654359817505
4.29079532623291,50.694740295410156,0.25030598044395447
4.283538341522217,51.40095901489258,-0.45293211936950684
4.278384685516357,50.66267395019531,-0.30866739153862
4.253609657287598,52.7719612121582,-0.1343679428100586
4.261295795440674,50.280460357666016,0.15287567675113678
4.258255481719971,48.42869567871094,-0.259801983833313
4.261379241943359,47.63385009765625,-0.25857168436050415
4.242925643920898,55.104576110839844,-0.7854754328727722
4.263273239135742,53.61444854736328,-0.5158491730690002
4.233867168426514,57.50067138671875,-0.4346548914909363
4.26427698135376,53.8499870300293,0.4381960928440094
4.233034610748291,52.42594528198242,0.24425464868545532
4.2413249015808105,48.08454895019531,-0.7004124522209167
4.239465713500977,52.445899963378906,-0.4141119122505188
4.240323543548584,52.60973358154297,-0.050642602145671844
4.230771064758301,49.45145034790039,-0.16052250564098358
4.21885871887207,51.815093994140625,-0.6986601948738098
4.215529441833496,51.76575469970703,-0.23234818875789642
4.215556621551514,48.674556732177734,-0.5601271986961365
4.212529182434082,50.853233337402344,-0.874541699886322
4.1983137130737305,52.64865493774414,-0.27999231219291687
4.217775344848633,56.74943542480469,-0.35387587547302246
4.186066627502441,58.278900146484375,-0.733461320400238
4.186185836791992,55.847957611083984,-0.20305947959423065
4.173167705535889,60.5773811340332,-1.0483992099761963
4.16798734664917,62.2236213684082,-0.4280056953430176
4.164719581604004,61.47746658325195,-0.709865391254425
