Critic Loss,Actor Loss
304.1337890625,5.53019905090332
164.8578338623047,21.763057708740234
112.56505584716797,26.280309677124023
189.57693481445312,22.031551361083984
137.32579040527344,14.897324562072754
128.11790466308594,13.565597534179688
137.34901428222656,15.787931442260742
115.61103820800781,21.641286849975586
115.88294982910156,23.656097412109375
136.45343017578125,22.66956901550293
114.78018188476562,18.556243896484375
99.03668212890625,13.5155029296875
109.52755737304688,12.067914962768555
203.1288604736328,12.391716003417969
151.37599182128906,13.80138111114502
174.26800537109375,17.305036544799805
93.0587158203125,20.97922134399414
106.94688415527344,23.639860153198242
157.65419006347656,26.286001205444336
152.0749053955078,22.68332862854004
142.7711639404297,19.062911987304688
144.88197326660156,14.857819557189941
100.42919921875,13.488849639892578
173.73330688476562,13.129385948181152
160.68992614746094,13.784527778625488
91.5535888671875,18.122642517089844
103.28047180175781,18.662883758544922
100.12242889404297,20.595199584960938
153.33718872070312,23.893997192382812
157.8367919921875,21.710302352905273
125.05989837646484,20.646177291870117
118.71625518798828,15.734097480773926
102.57743835449219,14.094343185424805
98.96654510498047,13.83521842956543
108.08489227294922,14.6660737991333
84.0613021850586,15.421881675720215
118.99935150146484,22.857149124145508
103.76575469970703,21.21727180480957
118.80252838134766,20.259408950805664
139.01771545410156,20.884807586669922
129.8542022705078,16.51772117614746
107.29136657714844,14.842941284179688
105.22923278808594,12.980338096618652
105.6236572265625,12.270075798034668
111.90914154052734,13.68537425994873
137.1015167236328,15.576569557189941
132.8895721435547,18.682514190673828
100.63040924072266,20.443586349487305
100.95751953125,19.352338790893555
104.56684875488281,18.86388397216797
99.0943832397461,17.104814529418945
90.11347961425781,14.272472381591797
119.29686737060547,16.22515296936035
113.92362213134766,14.84488582611084
130.47430419921875,16.828187942504883
106.90724182128906,17.945302963256836
89.41259765625,18.241241455078125
117.34656524658203,21.689613342285156
102.5943603515625,22.63092041015625
121.8831787109375,23.510292053222656
94.31208801269531,18.419689178466797
98.32372283935547,17.47397804260254
107.2318115234375,14.517793655395508
116.14134216308594,15.646614074707031
120.25330352783203,16.76676368713379
120.69630432128906,17.78240966796875
97.24270629882812,21.778745651245117
98.52045440673828,21.46620750427246
104.72073364257812,20.67980194091797
103.82062530517578,21.036584854125977
103.25962829589844,17.628856658935547
97.66545867919922,19.186906814575195
77.7508773803711,17.102046966552734
91.4959945678711,17.36520767211914
89.17906188964844,20.571186065673828
100.28907775878906,23.582256317138672
88.0423583984375,19.385751724243164
116.77980041503906,21.740976333618164
91.24412536621094,19.743545532226562
83.07320404052734,16.910598754882812
97.47522735595703,20.844623565673828
105.27188110351562,19.65160369873047
85.55196380615234,18.701969146728516
84.32307434082031,17.21272850036621
85.64656829833984,16.891279220581055
105.89850616455078,16.808408737182617
106.63407135009766,17.517658233642578
86.63959503173828,19.533153533935547
99.14918518066406,23.58432388305664
129.7891082763672,28.250064849853516
164.4392547607422,29.421527862548828
127.06446838378906,25.03783416748047
122.03388977050781,22.55963706970215
105.99703216552734,20.535022735595703
111.8878402709961,20.008270263671875
124.3231430053711,18.912670135498047
99.15632629394531,19.480072021484375
95.63822937011719,21.46365737915039
98.85026550292969,24.171411514282227
101.87734985351562,25.584047317504883
111.33502197265625,25.210439682006836
107.12176513671875,23.55738067626953
93.26219940185547,21.15235710144043
101.15890502929688,19.11817169189453
98.3684310913086,19.559146881103516
97.59523010253906,18.931079864501953
89.62796783447266,22.312908172607422
94.18389129638672,24.707660675048828
117.89797973632812,25.82416534423828
95.69245147705078,23.121532440185547
82.04664611816406,19.288528442382812
87.01812744140625,17.81464385986328
125.3952407836914,21.881744384765625
105.0487060546875,20.80777931213379
83.96773529052734,22.27100372314453
89.34952545166016,22.75702476501465
98.97407531738281,24.806055068969727
94.6910629272461,23.796550750732422
103.75591278076172,22.324193954467773
95.83030700683594,21.133522033691406
94.95216369628906,21.096210479736328
84.45364379882812,19.118045806884766
126.56216430664062,24.19710922241211
127.2553482055664,27.812335968017578
94.9491958618164,26.288389205932617
109.3938980102539,26.01679229736328
108.8807373046875,23.79952049255371
89.15750122070312,22.913345336914062
102.67489624023438,20.015445709228516
114.1202392578125,19.179391860961914
83.78955841064453,22.975799560546875
93.25232696533203,24.368881225585938
98.95025634765625,27.604015350341797
102.78235626220703,25.526639938354492
87.94911193847656,23.18732452392578
93.87379455566406,21.542821884155273
117.82608032226562,23.81747817993164
95.73236846923828,24.461923599243164
117.15303039550781,26.152347564697266
95.31954956054688,21.784502029418945
83.87185668945312,21.86426544189453
105.79450225830078,28.77413558959961
77.34352111816406,23.02231216430664
95.24256896972656,25.686786651611328
97.70623779296875,26.4781494140625
90.0989761352539,25.767045974731445
99.34675598144531,24.122228622436523
99.34355926513672,24.020830154418945
99.32512664794922,21.40227699279785
84.07793426513672,21.910079956054688
115.62742614746094,24.557397842407227
91.94367218017578,25.665679931640625
117.20567321777344,29.605737686157227
113.09687042236328,27.84107780456543
101.21092224121094,27.65263557434082
92.44544982910156,26.167512893676758
91.35310363769531,23.308917999267578
90.51336669921875,22.721534729003906
103.2360610961914,26.025157928466797
83.56045532226562,25.873451232910156
92.84711456298828,27.04018211364746
92.60465240478516,25.953248977661133
82.62639617919922,25.42829132080078
86.63736724853516,25.379648208618164
98.433837890625,26.2747802734375
92.3619155883789,23.957181930541992
95.89118194580078,25.804851531982422
93.2734603881836,28.01565933227539
108.91423034667969,28.57569694519043
86.629638671875,26.50970458984375
90.28295135498047,24.018596649169922
96.5572738647461,25.05512237548828
103.63568115234375,24.946989059448242
90.01515197753906,26.277835845947266
92.61964416503906,29.246400833129883
83.82813262939453,25.285749435424805
97.37654876708984,27.05644989013672
115.46073150634766,24.240272521972656
115.50540161132812,28.171674728393555
96.81419372558594,27.296947479248047
98.73982238769531,28.04631805419922
107.7955551147461,30.400924682617188
132.1016845703125,32.5299186706543
134.89564514160156,30.422428131103516
112.08111572265625,26.257783889770508
94.40235900878906,23.884286880493164
93.59725189208984,21.934612274169922
129.3780517578125,20.248302459716797
120.52367401123047,22.94858169555664
106.50686645507812,23.92177391052246
100.73841094970703,26.517629623413086
118.68556213378906,29.66302490234375
132.80282592773438,31.520551681518555
119.25945281982422,29.388212203979492
119.31739807128906,29.090574264526367
105.00302124023438,23.5084171295166
138.14434814453125,22.790332794189453
95.2783203125,25.855941772460938
123.2138671875,27.947031021118164
105.48674774169922,32.17424774169922
92.44535064697266,30.156288146972656
124.7021255493164,33.958961486816406
105.21383666992188,30.45162582397461
99.50048065185547,27.9216365814209
105.41793823242188,28.83498764038086
97.72960662841797,29.155166625976562
123.4238510131836,28.79081153869629
105.62036895751953,32.50541305541992
111.9844970703125,33.845428466796875
105.3270263671875,32.92499923706055
121.75984191894531,30.33702850341797
106.92001342773438,28.627126693725586
113.12264251708984,25.03321075439453
106.36615753173828,25.492097854614258
127.41419982910156,27.719417572021484
102.24446105957031,28.96043586730957
128.5376434326172,37.95023727416992
124.19387817382812,37.40890884399414
156.75045776367188,34.51636505126953
115.77136993408203,29.454042434692383
103.51355743408203,28.368452072143555
