Entropy,Critic Loss,Actor Loss
5.481813430786133,47719.76171875,-0.0770978331565857
5.478213310241699,33399.00390625,-0.07300446182489395
5.473645210266113,26154.814453125,-0.07121794670820236
5.467289924621582,37754.7109375,-0.07221391052007675
5.46386194229126,55236.078125,-0.07073388993740082
5.456414222717285,74721.9921875,-0.0698053240776062
5.456472873687744,50408.90234375,-0.06941768527030945
5.452643871307373,49764.80078125,-0.06992587447166443
5.448107719421387,30725.462890625,-0.07005023956298828
5.44258975982666,33093.0234375,-0.07019958645105362
5.433468341827393,38101.8828125,-0.06904922425746918
5.440914630889893,19043.369140625,-0.06973801553249359
5.428884983062744,34468.6640625,-0.06880637258291245
5.426985740661621,17975.681640625,-0.07036108523607254
5.414299488067627,31957.310546875,-0.0697689801454544
5.416259288787842,19499.078125,-0.0703267902135849
5.400426864624023,31231.1796875,-0.06880927830934525
5.4071526527404785,24311.037109375,-0.06905223429203033
5.389612197875977,22155.697265625,-0.06929663568735123
5.39841890335083,22880.880859375,-0.06857652962207794
5.390331268310547,26173.552734375,-0.06921034306287766
5.385931968688965,18329.9609375,-0.07007494568824768
5.376849174499512,24001.228515625,-0.0706939622759819
5.388171672821045,22930.984375,-0.06913532316684723
5.372166156768799,23232.814453125,-0.06894765794277191
5.366045951843262,23155.70703125,-0.0683598667383194
5.373172760009766,26412.89453125,-0.06999687850475311
5.3701019287109375,10326.505859375,-0.06805723905563354
5.362705230712891,32322.474609375,-0.06836193054914474
5.356904983520508,15780.2294921875,-0.06791023910045624
5.3473711013793945,25314.767578125,-0.0670001357793808
5.3497633934021,14493.484375,-0.06816618144512177
5.340569972991943,25858.90234375,-0.06890029460191727
5.330085754394531,20287.33203125,-0.06689489632844925
5.329218864440918,36096.57421875,-0.0681907907128334
5.334377288818359,21480.064453125,-0.06889085471630096
5.311358451843262,21524.390625,-0.06763902306556702
5.307435512542725,20951.150390625,-0.06661222875118256
5.312239170074463,18130.568359375,-0.06827943027019501
5.294792175292969,15744.62890625,-0.06596797704696655
5.297276973724365,13390.9453125,-0.06680217385292053
5.293638706207275,20553.548828125,-0.06745205074548721
5.2827653884887695,17574.21875,-0.06656672805547714
5.29131555557251,14648.4873046875,-0.06785929203033447
